SH, 22, 2015040318,   , BEST,   0, 155S,  713E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  190,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 22, 2015040400,   , BEST,   0, 158S,  704E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  190,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 22, 2015040406,   , BEST,   0, 158S,  693E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  175,  45,   0,   0, 
SH, 22, 2015040412,   , BEST,   0, 164S,  685E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1004,  180,  45,   0,   0, 
SH, 22, 2015040418,   , BEST,   0, 165S,  671E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1004,  180,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 22, 2015040500,   , BEST,   0, 165S,  662E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1004,  180,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 22, 2015040506,   , BEST,   0, 158S,  655E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1006,  175,  45,   0,   0, 
SH, 22, 2015040512,   , BEST,   0, 153S,  647E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1005,  185,  45,   0,   0, 
SH, 22, 2015040518,   , BEST,   0, 149S,  638E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1005,  185,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 22, 2015040600,   , BEST,   0, 148S,  633E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1005,  185,  45,  45,   0,   S,   0,    ,   0,   0,  TWENTYTWO, S,  0,    ,    0,    0,    0,    0,         TRANSITIONED, shG12015 to sh222015
SH, 22, 2015040606,   , BEST,   0, 146S,  627E,  40,  993, TS,  34, NEQ,   50,   40,   40,   45, 1006,  180,  45,   0,   0,   S,   0,    ,   0,   0,  TWENTYTWO, S, 
SH, 22, 2015040612,   , BEST,   0, 144S,  622E,  45,  989, TS,  34, NEQ,   50,   50,   45,   45, 1006,  190,  45,   0,   0,   S,   0,    ,   0,   0,  TWENTYTWO, M, 
SH, 22, 2015040618,   , BEST,   0, 140S,  620E,  45,  989, TS,  34, NEQ,   50,   55,   45,   40, 1006,  190,  45,   0,   0,   S,   0,    ,   0,   0,  TWENTYTWO, M, 
SH, 22, 2015040700,   , BEST,   0, 136S,  623E,  45,  989, TS,  34, NEQ,   60,   70,   70,   55, 1006,  190,  35,   0,   0,   S,   0,    ,   0,   0,    JOALANE, M, 
