EP, 96, 2019101018,   , BEST,   0, 135N, 1140W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS038,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101100,   , BEST,   0, 138N, 1141W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS038,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101106,   , BEST,   0, 141N, 1143W,  20, 1007, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS038,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101112,   , BEST,   0, 144N, 1149W,  20, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101118,   , BEST,   0, 147N, 1154W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101200,   , BEST,   0, 155N, 1155W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  90,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101206,   , BEST,   0, 164N, 1152W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  80,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101212,   , BEST,   0, 172N, 1148W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  80,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101218,   , BEST,   0, 179N, 1145W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101300,   , BEST,   0, 186N, 1144W,  30, 1005, LO,   0,    ,    0,    0,    0,    0, 1009,  240, 180,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101306,   , BEST,   0, 195N, 1138W,  25, 1005, LO,   0,    ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101312,   , BEST,   0, 202N, 1133W,  25, 1005, LO,   0,    ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101318,   , BEST,   0, 209N, 1128W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101400,   , BEST,   0, 214N, 1124W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
EP, 96, 2019101406,   , BEST,   0, 223N, 1118W,  25, 1006, LO,  34, NEQ,    0,    0,    0,    0, 1009,  240, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
