EP, 08, 2017071512,   , BEST,   0, 116N, 1131W,  20, 1011, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS012,  ,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071518,   , BEST,   0, 117N, 1135W,  20, 1011, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS012,  ,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071600,   , BEST,   0, 118N, 1138W,  20, 1010, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS012,  ,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071606,   , BEST,   0, 119N, 1142W,  20, 1010, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS012,  ,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071612,   , BEST,   0, 122N, 1146W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  80,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, SPAWNINVEST, ep732017 to ep982017, 
EP, 08, 2017071618,   , BEST,   0, 125N, 1149W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071700,   , BEST,   0, 128N, 1153W,  25, 1010, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071706,   , BEST,   0, 131N, 1159W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  40,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071712,   , BEST,   0, 134N, 1163W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  40,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071718,   , BEST,   0, 137N, 1168W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  40,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071800,   , BEST,   0, 141N, 1174W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  150,  40,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071806,   , BEST,   0, 144N, 1180W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  150,  40,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071812,   , BEST,   0, 147N, 1186W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  150,  40,  40,   0,   E,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, TRANSITIONED, epA82017 to ep082017, 
EP, 08, 2017071818,   , BEST,   0, 149N, 1192W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,  160,  40,  40,   0,   E,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071900,   , BEST,   0, 149N, 1198W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  160,  40,  40,   0,   E,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071906,   , BEST,   0, 147N, 1205W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  160,  40,  40,   0,   E,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071912,   , BEST,   0, 145N, 1210W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1011,  160,  40,  40,   0,   E,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017071918,   , BEST,   0, 143N, 1215W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  40,  35,   0,   E,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017072000,   , BEST,   0, 141N, 1220W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  40,  35,   0,   E,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017072006,   , BEST,   0, 138N, 1224W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  40,  35,   0,   E,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017072012,   , BEST,   0, 137N, 1230W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  40,  35,   0,   E,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
EP, 08, 2017072018,   , BEST,   0, 135N, 1237W,  25, 1009, LO,  34, NEQ,    0,    0,    0,    0, 1011,  150,  40,  35,   0,   E,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 012, 
