AL, 12, 2013092806,   , BEST,   0, 126N,  747W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 
AL, 12, 2013092812,   , BEST,   0, 129N,  751W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 
AL, 12, 2013092818,   , BEST,   0, 132N,  755W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 
AL, 12, 2013092900,   , BEST,   0, 134N,  758W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 
AL, 12, 2013092906,   , BEST,   0, 136N,  762W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013092912,   , BEST,   0, 138N,  767W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 1011,  180,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013092918,   , BEST,   0, 139N,  774W,  20, 1010, LO,   0,    ,    0,    0,    0,    0, 1012,  180,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013093000,   , BEST,   0, 140N,  781W,  20, 1010, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013093006,   , BEST,   0, 141N,  789W,  20, 1010, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013093012,   , BEST,   0, 144N,  796W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  225,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013093018,   , BEST,   0, 148N,  803W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100100,   , BEST,   0, 153N,  811W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  180, 150,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100106,   , BEST,   0, 158N,  818W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  200,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 12, 2013100112,   , BEST,   0, 163N,  825W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100118,   , BEST,   0, 168N,  831W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  100,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100200,   , BEST,   0, 173N,  840W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100206,   , BEST,   0, 178N,  848W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  90,  35,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100212,   , BEST,   0, 187N,  854W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  90,  35,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100218,   , BEST,   0, 195N,  858W,  35, 1006, DB,  34, NEQ,   70,   50,    0,    0, 1010,  150,  90,  45,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100300,   , BEST,   0, 203N,  861W,  35, 1006, DB,  34, NEQ,   70,   50,    0,    0, 1010,  150,  70,  45,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 12, 2013100306,   , BEST,   0, 213N,  869W,  45, 1006, TS,  34, NEQ,   60,   50,    0,    0, 1011,  150,  45,  50,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 12, 2013100312,   , BEST,   0, 220N,  876W,  50, 1004, TS,  34, NEQ,   80,   50,   30,   60, 1011,  150,  30,  60,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,   60,    0,    0,    0
AL, 12, 2013100312,   , BEST,   0, 220N,  876W,  50, 1004, TS,  50, NEQ,   40,   20,    0,   40, 1011,  150,  30,  60,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,   60,    0,    0,    0
AL, 12, 2013100318,   , BEST,   0, 229N,  883W,  55, 1001, TS,  34, NEQ,  120,  110,   30,   60, 1011,  150,  30,  65,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,   60,    0,    0,    0
AL, 12, 2013100318,   , BEST,   0, 229N,  883W,  55, 1001, TS,  50, NEQ,   60,   40,    0,   40, 1011,  150,  30,  65,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,   60,    0,    0,    0
AL, 12, 2013100400,   , BEST,   0, 238N,  889W,  55,  999, TS,  34, NEQ,  120,  110,    0,   60, 1011,  150,  30,  65,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,    0,    0,   90
AL, 12, 2013100400,   , BEST,   0, 238N,  889W,  55,  999, TS,  50, NEQ,   60,   40,    0,    0, 1011,  150,  30,  65,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,    0,    0,   90
AL, 12, 2013100406,   , BEST,   0, 245N,  895W,  50, 1003, TS,  34, NEQ,  120,  110,    0,   60, 1012,  125,  25,  65,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,    0,    0,   90
AL, 12, 2013100406,   , BEST,   0, 245N,  895W,  50, 1003, TS,  50, NEQ,   50,   40,    0,    0, 1012,  125,  25,  65,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,    0,    0,   90
AL, 12, 2013100412,   , BEST,   0, 252N,  901W,  45, 1003, TS,  34, NEQ,  120,  110,    0,   60, 1011,  120,  35,  55,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  150,   30,    0,  100
AL, 12, 2013100418,   , BEST,   0, 258N,  902W,  45, 1003, TS,  34, NEQ,  120,  100,   30,   30, 1011,  120,  30,  55,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,  120,   30,  120
AL, 12, 2013100500,   , BEST,   0, 260N,  904W,  45, 1002, TS,  34, NEQ,  120,  100,   30,   30, 1011,  120,  30,  55,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,  120,   30,  120
AL, 12, 2013100506,   , BEST,   0, 266N,  911W,  35, 1008, TS,  34, NEQ,  100,    0,    0,    0, 1012,  100,  85,  45,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  150,   90,   30,  120
AL, 12, 2013100512,   , BEST,   0, 276N,  916W,  35, 1007, TS,  34, NEQ,  100,  100,    0,    0, 1012,  100,  90,  45,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,   30,    0,   60
AL, 12, 2013100518,   , BEST,   0, 279N,  918W,  35, 1007, TS,  34, NEQ,   30,    0,    0,    0, 1013,   90,  30,  45,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,  120,   60,    0,    0
AL, 12, 2013100600,   , BEST,   0, 281N,  919W,  35, 1007, TS,  34, NEQ,    0,   30,    0,    0, 1013,   90,  30,  45,   0,   L,   0,    ,   0,   0,      KAREN, M, 12, NEQ,   30,    0,    0,    0
AL, 12, 2013100606,   , BEST,   0, 282N,  918W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1013,  100,  30,  35,   0,   L,   0,    ,   0,   0,      KAREN, S, 
