SH, 95, 2015041500,   , BEST,   0, 150S, 1002E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041512,   , BEST,   0, 156S, 1005E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041518,   , BEST,   0, 164S, 1006E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041600,   , BEST,   0, 171S, 1006E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041606,   , BEST,   0, 177S, 1004E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041612,   , BEST,   0, 178S,  997E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041618,   , BEST,   0, 173S,  990E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041700,   , BEST,   0, 167S,  982E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041706,   , BEST,   0, 165S,  975E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041712,   , BEST,   0, 166S,  970E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041718,   , BEST,   0, 166S,  966E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
SH, 95, 2015041800,   , BEST,   0, 166S,  959E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  230,  50,   0,   0, 
