AL, 92, 2017101212,   , BEST,   0, 140N,  510W,  25, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS038,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101218,   , BEST,   0, 148N,  525W,  25, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS038,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101300,   , BEST,   0, 159N,  543W,  25, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS038,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101306,   , BEST,   0, 163N,  556W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  120,  50,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101312,   , BEST,   0, 163N,  570W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  150, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101318,   , BEST,   0, 163N,  580W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  150, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101400,   , BEST,   0, 167N,  590W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  150, 100,   0,   0,    ,   0,    ,   0,   0,     INVEST,  ,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101406,   , BEST,   0, 171N,  599W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  150, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101412,   , BEST,   0, 176N,  609W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  150, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101418,   , BEST,   0, 184N,  623W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  150, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101500,   , BEST,   0, 192N,  638W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  150, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101506,   , BEST,   0, 200N,  652W,  30, 1010, LO,   0,    ,    0,    0,    0,    0, 1013,  150,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101512,   , BEST,   0, 202N,  667W,  30, 1011, LO,   0,    ,    0,    0,    0,    0, 1015,  150,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101518,   , BEST,   0, 208N,  680W,  30, 1011, LO,   0,    ,    0,    0,    0,    0, 1015,  140,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101600,   , BEST,   0, 218N,  690W,  30, 1011, LO,   0,    ,    0,    0,    0,    0, 1015,  120,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101606,   , BEST,   0, 228N,  699W,  30, 1011, LO,   0,    ,    0,    0,    0,    0, 1015,  120,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101612,   , BEST,   0, 240N,  705W,  30, 1011, LO,   0,    ,    0,    0,    0,    0, 1015,  110,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101618,   , BEST,   0, 257N,  708W,  30, 1012, LO,   0,    ,    0,    0,    0,    0, 1015,  100,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101700,   , BEST,   0, 277N,  706W,  30, 1011, LO,   0,    ,    0,    0,    0,    0, 1015,  120,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
AL, 92, 2017101706,   , BEST,   0, 297N,  699W,  30, 1011, LO,  34, NEQ,    0,    0,    0,    0, 1015,  110,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 038, 
