EP, 93, 2012091818,   , BEST,   0, 120N,  950W,  15, 1010, LO,   0,    ,    0,    0,    0,    0, 
EP, 93, 2012091900,   , BEST,   0, 120N,  955W,  15, 1010, LO,   0,    ,    0,    0,    0,    0, 
EP, 93, 2012091906,   , BEST,   0, 120N,  960W,  15, 1010, LO,   0,    ,    0,    0,    0,    0, 
EP, 93, 2012091912,   , BEST,   0, 120N,  965W,  20, 1009, LO,   0,    ,    0,    0,    0,    0, 
EP, 93, 2012091918,   , BEST,   0, 120N,  970W,  20, 1009, LO,  34, NEQ,    0,    0,    0,    0, 1012,  200,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
