WP, 15, 2012081800,   , BEST,   0, 197N, 1250E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  225,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 15, 2012081806,   , BEST,   0, 191N, 1248E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  225,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 15, 2012081812,   , BEST,   0, 185N, 1248E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 15, 2012081818,   , BEST,   0, 182N, 1247E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1007,  195,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 15, 2012081900,   , BEST,   0, 177N, 1246E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  190,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, S, 
WP, 15, 2012081906,   , BEST,   0, 176N, 1247E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1007,  190,  35,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012081912,   , BEST,   0, 175N, 1248E,  45,  989, TS,  34, NEQ,   40,   40,   40,   40, 1005,  190,  30,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012081918,   , BEST,   0, 177N, 1248E,  55,  982, TS,  34, NEQ,   45,   45,   45,   45, 1005,  180,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012081918,   , BEST,   0, 177N, 1248E,  55,  982, TS,  50, NEQ,   20,   20,   20,   20, 1005,  180,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012082000,   , BEST,   0, 180N, 1248E,  80,  963, TY,  34, NEQ,   50,   50,   50,   50, 1004,  170,  20,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082000,   , BEST,   0, 180N, 1248E,  80,  963, TY,  50, NEQ,   20,   20,   20,   20, 1004,  170,  20,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082000,   , BEST,   0, 180N, 1248E,  80,  963, TY,  64, NEQ,   10,   10,   10,   10, 1004,  170,  20,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082006,   , BEST,   0, 184N, 1249E,  95,  952, TY,  34, NEQ,   85,   85,   85,   85, 1005,  180,  20,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082006,   , BEST,   0, 184N, 1249E,  95,  952, TY,  50, NEQ,   50,   50,   50,   50, 1005,  180,  20,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082006,   , BEST,   0, 184N, 1249E,  95,  952, TY,  64, NEQ,   30,   30,   30,   30, 1005,  180,  20,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082012,   , BEST,   0, 189N, 1251E, 110,  944, TY,  34, NEQ,   90,   90,   90,   90, 1005,  180,  20,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082012,   , BEST,   0, 189N, 1251E, 110,  944, TY,  50, NEQ,   50,   50,   50,   50, 1005,  180,  20,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082012,   , BEST,   0, 189N, 1251E, 110,  944, TY,  64, NEQ,   30,   30,   30,   30, 1005,  180,  20,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082018,   , BEST,   0, 195N, 1253E, 115,  937, TY,  34, NEQ,  100,   90,   90,   95, 1005,  190,  20,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082018,   , BEST,   0, 195N, 1253E, 115,  937, TY,  50, NEQ,   65,   60,   60,   65, 1005,  190,  20,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082018,   , BEST,   0, 195N, 1253E, 115,  937, TY,  64, NEQ,   30,   30,   30,   30, 1005,  190,  20,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082100,   , BEST,   0, 202N, 1253E, 115,  937, TY,  34, NEQ,  100,   90,   90,   95, 1005,  190,  20,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082100,   , BEST,   0, 202N, 1253E, 115,  937, TY,  50, NEQ,   65,   60,   60,   65, 1005,  190,  20,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082100,   , BEST,   0, 202N, 1253E, 115,  937, TY,  64, NEQ,   30,   30,   30,   30, 1005,  190,  20,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082106,   , BEST,   0, 210N, 1254E, 110,  941, TY,  34, NEQ,  100,  100,   95,   95, 1005,  200,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082106,   , BEST,   0, 210N, 1254E, 110,  941, TY,  50, NEQ,   65,   65,   60,   60, 1005,  200,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082106,   , BEST,   0, 210N, 1254E, 110,  941, TY,  64, NEQ,   30,   30,   30,   30, 1005,  200,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082112,   , BEST,   0, 215N, 1252E, 100,  948, TY,  34, NEQ,  100,  100,   95,   95, 1005,  200,  15,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082112,   , BEST,   0, 215N, 1252E, 100,  948, TY,  50, NEQ,   65,   65,   60,   60, 1005,  200,  15,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082112,   , BEST,   0, 215N, 1252E, 100,  948, TY,  64, NEQ,   30,   30,   30,   30, 1005,  200,  15,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082118,   , BEST,   0, 219N, 1249E, 100,  948, TY,  34, NEQ,  100,  100,   95,   95, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082118,   , BEST,   0, 219N, 1249E, 100,  948, TY,  50, NEQ,   65,   65,   60,   60, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082118,   , BEST,   0, 219N, 1249E, 100,  948, TY,  64, NEQ,   30,   30,   30,   30, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082200,   , BEST,   0, 222N, 1246E,  90,  956, TY,  34, NEQ,   90,   90,   85,   85, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082200,   , BEST,   0, 222N, 1246E,  90,  956, TY,  50, NEQ,   55,   55,   50,   50, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082200,   , BEST,   0, 222N, 1246E,  90,  956, TY,  64, NEQ,   30,   30,   30,   30, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082206,   , BEST,   0, 224N, 1244E,  90,  956, TY,  34, NEQ,  115,  115,  115,  130, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082206,   , BEST,   0, 224N, 1244E,  90,  956, TY,  50, NEQ,   70,   60,   65,   65, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082206,   , BEST,   0, 224N, 1244E,  90,  956, TY,  64, NEQ,   40,   40,   40,   40, 1005,  210,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082212,   , BEST,   0, 225N, 1241E,  85,  959, TY,  34, NEQ,  115,  115,  115,  130, 1005,  215,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082212,   , BEST,   0, 225N, 1241E,  85,  959, TY,  50, NEQ,   70,   60,   65,   65, 1005,  215,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082212,   , BEST,   0, 225N, 1241E,  85,  959, TY,  64, NEQ,   40,   40,   40,   40, 1005,  215,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082218,   , BEST,   0, 225N, 1238E,  85,  959, TY,  34, NEQ,  115,  115,  115,  130, 1000,  150,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082218,   , BEST,   0, 225N, 1238E,  85,  959, TY,  50, NEQ,   70,   60,   65,   65, 1000,  150,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082218,   , BEST,   0, 225N, 1238E,  85,  959, TY,  64, NEQ,   40,   40,   40,   40, 1000,  150,  20,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082300,   , BEST,   0, 225N, 1236E, 100,  948, TY,  34, NEQ,  115,  115,  115,  130,  998,  145,  15, 125,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082300,   , BEST,   0, 225N, 1236E, 100,  948, TY,  50, NEQ,   70,   60,   65,   65,  998,  145,  15, 125,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082300,   , BEST,   0, 225N, 1236E, 100,  948, TY,  64, NEQ,   40,   40,   40,   40,  998,  145,  15, 125,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082306,   , BEST,   0, 227N, 1231E, 105,  944, TY,  34, NEQ,  140,  135,  125,  145,  998,  200,  15,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082306,   , BEST,   0, 227N, 1231E, 105,  944, TY,  50, NEQ,   75,   80,   75,   75,  998,  200,  15,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082306,   , BEST,   0, 227N, 1231E, 105,  944, TY,  64, NEQ,   45,   45,   45,   45,  998,  200,  15,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082312,   , BEST,   0, 227N, 1224E, 105,  944, TY,  34, NEQ,  140,  135,  125,  145,  998,  200,  15,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082312,   , BEST,   0, 227N, 1224E, 105,  944, TY,  50, NEQ,   75,   80,   75,   75,  998,  200,  15,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082312,   , BEST,   0, 227N, 1224E, 105,  944, TY,  64, NEQ,   45,   45,   45,   45,  998,  200,  15,   0,  25,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082318,   , BEST,   0, 225N, 1215E, 110,  941, TY,  34, NEQ,  140,  135,  125,  145, 1000,  170,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082318,   , BEST,   0, 225N, 1215E, 110,  941, TY,  50, NEQ,   75,   80,   75,   75, 1000,  170,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082318,   , BEST,   0, 225N, 1215E, 110,  941, TY,  64, NEQ,   45,   45,   45,   45, 1000,  170,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082400,   , BEST,   0, 221N, 1205E,  85,  959, TY,  34, NEQ,  140,  135,  125,  145, 1002,  180,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082400,   , BEST,   0, 221N, 1205E,  85,  959, TY,  50, NEQ,   75,   80,   75,   75, 1002,  180,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082400,   , BEST,   0, 221N, 1205E,  85,  959, TY,  64, NEQ,   45,   45,   45,   45, 1002,  180,  15,   0,  15,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082406,   , BEST,   0, 222N, 1200E,  70,  970, TY,  34, NEQ,  140,  135,  125,  145, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012082406,   , BEST,   0, 222N, 1200E,  70,  970, TY,  50, NEQ,   30,   30,   30,   30, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012082406,   , BEST,   0, 222N, 1200E,  70,  970, TY,  64, NEQ,   20,   20,   20,   20, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, M, 
WP, 15, 2012082412,   , BEST,   0, 225N, 1196E,  75,  967, TY,  34, NEQ,  140,  135,  125,  145, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082412,   , BEST,   0, 225N, 1196E,  75,  967, TY,  50, NEQ,   40,   40,   40,   40, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082412,   , BEST,   0, 225N, 1196E,  75,  967, TY,  64, NEQ,   20,   20,   20,   20, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082418,   , BEST,   0, 225N, 1189E,  75,  967, TY,  34, NEQ,  140,  135,  125,  145, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082418,   , BEST,   0, 225N, 1189E,  75,  967, TY,  50, NEQ,   40,   40,   40,   40, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082418,   , BEST,   0, 225N, 1189E,  75,  967, TY,  64, NEQ,   20,   20,   20,   20, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082500,   , BEST,   0, 224N, 1181E,  75,  967, TY,  34, NEQ,  140,  135,  125,  145, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082500,   , BEST,   0, 224N, 1181E,  75,  967, TY,  50, NEQ,   40,   40,   40,   40, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082500,   , BEST,   0, 224N, 1181E,  75,  967, TY,  64, NEQ,   20,   20,   20,   20, 1004,  180,  15,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082506,   , BEST,   0, 222N, 1177E,  75,  967, TY,  34, NEQ,  110,  110,  110,  110, 1004,  180,  30,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082506,   , BEST,   0, 222N, 1177E,  75,  967, TY,  50, NEQ,   50,   50,   50,   50, 1004,  180,  30,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082506,   , BEST,   0, 222N, 1177E,  75,  967, TY,  64, NEQ,   35,   35,   35,   35, 1004,  180,  30,   0,   0,   W,   0,    ,   0,   0,     TEMBIN, D, 
WP, 15, 2012082512,   , BEST,   0, 219N, 1172E,  70,  970, TY,  34, NEQ,  110,  110,  110,  110, 1004,  180,  25,   0,  20,   W,   0,    ,   0,   0,     TEMBIN, D, 
