SH, 99, 2019041206,   , BEST,   0,  90S, 1599E,  15, 1010, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041212,   , BEST,   0, 101S, 1599E,  15, 1010, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041218,   , BEST,   0, 110S, 1600E,  15, 1010, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041300,   , BEST,   0, 124S, 1602E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041306,   , BEST,   0, 134S, 1605E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041312,   , BEST,   0, 142S, 1609E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041318,   , BEST,   0, 146S, 1631E,  15, 1005, DB,   0,    ,    0,    0,    0,    0, 1006,  160,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041400,   , BEST,   0, 141S, 1710E,  15, 1005, DB,   0,    ,    0,    0,    0,    0, 1006,  180,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041406,   , BEST,   0, 144S, 1738E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 1006,  170,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041412,   , BEST,   0, 147S, 1756E,  15, 1004, DB,   0,    ,    0,    0,    0,    0, 1005,   60,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041418,   , BEST,   0, 152S, 1767E,  15, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,   75,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041500,   , BEST,   0, 166S, 1778E,  15, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,   70,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041506,   , BEST,   0, 179S, 1797E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,   70,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 99, 2019041512,   , BEST,   0, 189S, 1789W,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,   70,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
