EP, 15, 2017090912,   , BEST,   0, 181N, 1023W,  20, 1009, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS026,  ,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017090918,   , BEST,   0, 187N, 1010W,  15, 1009, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS026,  ,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091000,   , BEST,   0, 180N, 1025W,  15, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS026,  ,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091006,   , BEST,   0, 171N, 1038W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  100,  30,   0,   0,    ,   0,    ,   0,   0, GENESIS026,  ,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091012,   , BEST,   0, 167N, 1051W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  50,   0,   0,    ,   0,    ,   0,   0, GENESIS026,  ,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091018,   , BEST,   0, 164N, 1065W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, SPAWNINVEST, ep782017 to ep952017, 
EP, 15, 2017091100,   , BEST,   0, 163N, 1075W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091106,   , BEST,   0, 163N, 1084W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  120,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091112,   , BEST,   0, 165N, 1098W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  30,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091118,   , BEST,   0, 164N, 1117W,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  120,  30,  35,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, TRANSITIONED, epC52017 to ep152017, 
EP, 15, 2017091200,   , BEST,   0, 163N, 1130W,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  170,  30,  35,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091206,   , BEST,   0, 160N, 1144W,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  170,  30,  35,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091212,   , BEST,   0, 158N, 1157W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091218,   , BEST,   0, 155N, 1169W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091300,   , BEST,   0, 152N, 1180W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091306,   , BEST,   0, 149N, 1190W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091312,   , BEST,   0, 149N, 1202W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091318,   , BEST,   0, 150N, 1210W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091400,   , BEST,   0, 151N, 1212W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091406,   , BEST,   0, 153N, 1220W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091412,   , BEST,   0, 154N, 1226W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
EP, 15, 2017091418,   , BEST,   0, 155N, 1232W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  30,  40,   0,   E,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 026, 
