EP, 10, 2018072706,   , BEST,   0,  86N,  981W,  15,    0, DB,   0,    ,    0,    0,    0,    0, 
EP, 10, 2018072800,   , BEST,   0,  86N,  981W,  15,    0, DB,   0,    ,    0,    0,    0,    0, 
EP, 10, 2018072806,   , BEST,   0,  86N,  981W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, SPAWNINVEST, ep712018 to ep932018, 
EP, 10, 2018072812,   , BEST,   0,  91N,  995W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018072818,   , BEST,   0,  94N, 1009W,  20, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018072900,   , BEST,   0,  96N, 1021W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018072906,   , BEST,   0,  98N, 1035W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018072912,   , BEST,   0, 100N, 1049W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018072918,   , BEST,   0, 102N, 1062W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073000,   , BEST,   0, 104N, 1075W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073006,   , BEST,   0, 105N, 1089W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1012,  180,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073012,   , BEST,   0, 107N, 1102W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  180,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073018,   , BEST,   0, 110N, 1115W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  180,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073100,   , BEST,   0, 113N, 1128W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  180,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073106,   , BEST,   0, 118N, 1141W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  180,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073112,   , BEST,   0, 123N, 1151W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  180,  40,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018073118,   , BEST,   0, 126N, 1162W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  170,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, D,  0,    ,    0,    0,    0,    0, genesis-num, 018, TRANSITIONED, epB32018 to ep102018, 
EP, 10, 2018080100,   , BEST,   0, 130N, 1176W,  35, 1006, TS,  34, NEQ,   40,   30,    0,   30, 1010,  150,  35,  45,   0,   E,   0,    ,   0,   0,        TEN, D,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018080106,   , BEST,   0, 133N, 1187W,  35, 1006, TS,  34, NEQ,   40,   30,    0,   30, 1010,  150,  35,  45,   0,   E,   0,    ,   0,   0,     HECTOR, D,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018080112,   , BEST,   0, 135N, 1197W,  40, 1004, TS,  34, NEQ,   40,   30,    0,   30, 1010,  150,  30,  50,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   30,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018080118,   , BEST,   0, 137N, 1207W,  45, 1002, TS,  34, NEQ,   30,   30,   20,   30, 1010,  150,  20,  55,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   30,    0,    0,    0, genesis-num, 018, 
EP, 10, 2018080200,   , BEST,   0, 139N, 1217W,  50, 1000, TS,  34, NEQ,   40,   30,   20,   30, 1010,  150,  20,  60,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   15,   15,   30, genesis-num, 018, 
EP, 10, 2018080200,   , BEST,   0, 139N, 1217W,  50, 1000, TS,  50, NEQ,   20,    0,    0,    0, 1010,  150,  20,  60,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   15,   15,   30, genesis-num, 018, 
EP, 10, 2018080206,   , BEST,   0, 141N, 1228W,  60,  995, TS,  34, NEQ,   40,   50,   40,   40, 1010,  150,  10,  75,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   30, genesis-num, 018, 
EP, 10, 2018080206,   , BEST,   0, 141N, 1228W,  60,  995, TS,  50, NEQ,   20,   20,   20,   20, 1010,  150,  10,  75,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   30, genesis-num, 018, 
EP, 10, 2018080212,   , BEST,   0, 142N, 1240W,  75,  987, HU,  34, NEQ,   50,   50,   40,   50, 1010,  150,  10,  85,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   45, genesis-num, 018, 
EP, 10, 2018080212,   , BEST,   0, 142N, 1240W,  75,  987, HU,  50, NEQ,   20,   20,   20,   20, 1010,  150,  10,  85,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   45, genesis-num, 018, 
EP, 10, 2018080212,   , BEST,   0, 142N, 1240W,  75,  987, HU,  64, NEQ,   15,   10,    0,   10, 1010,  150,  10,  85,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   45, genesis-num, 018, 
EP, 10, 2018080218,   , BEST,   0, 141N, 1252W,  90,  976, HU,  34, NEQ,   60,   50,   40,   50, 1010,  150,  10, 110,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   45, genesis-num, 018, 
EP, 10, 2018080218,   , BEST,   0, 141N, 1252W,  90,  976, HU,  50, NEQ,   30,   20,   20,   20, 1010,  150,  10, 110,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   45, genesis-num, 018, 
EP, 10, 2018080218,   , BEST,   0, 141N, 1252W,  90,  976, HU,  64, NEQ,   15,   10,   10,   10, 1010,  150,  10, 110,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   45,   30,   30,   45, genesis-num, 018, 
EP, 10, 2018080300,   , BEST,   0, 141N, 1263W,  90,  975, HU,  34, NEQ,   60,   50,   40,   50, 1011,  150,  10, 115,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   90,   75,   60,   60, genesis-num, 018, 
EP, 10, 2018080300,   , BEST,   0, 141N, 1263W,  90,  975, HU,  50, NEQ,   30,   20,   20,   20, 1011,  150,  10, 115,   0,   E,   0,    ,   0,   0,     HECTOR, D, 12, NEQ,   90,   75,   60,   60, genesis-num, 018, 
