AL, 97, 2015092100,   , BEST,   0, 315N,  710W,  20, 1011, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS032,  ,  0,    ,    0,    0,    0,    0, genesis-num, 032, SPAWNINVEST, al772015 to al962015, 
AL, 97, 2015092106,   , BEST,   0, 316N,  713W,  20, 1011, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS032,  ,  0,    ,    0,    0,    0,    0, genesis-num, 032, SPAWNINVEST, al772015 to al962015, 
AL, 97, 2015092112,   , BEST,   0, 317N,  716W,  25, 1010, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS032,  ,  0,    ,    0,    0,    0,    0, genesis-num, 032, SPAWNINVEST, al772015 to al962015, 
AL, 97, 2015092118,   , BEST,   0, 318N,  718W,  25, 1009, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS032,  ,  0,    ,    0,    0,    0,    0, genesis-num, 032, SPAWNINVEST, al772015 to al962015, 
AL, 97, 2015092200,   , BEST,   0, 322N,  722W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  180,  80,   0,   0,    ,   0,    ,   0,   0, GENESIS032,  ,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 97, 2015092206,   , BEST,   0, 329N,  728W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 032, SPAWNINVEST, al772015 to al972015, 
AL, 97, 2015092212,   , BEST,   0, 337N,  733W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  180,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 97, 2015092218,   , BEST,   0, 338N,  740W,  30, 1009, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 97, 2015092300,   , BEST,   0, 329N,  745W,  30, 1009, LO,   0,    ,    0,    0,    0,    0, 1013,  180,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 97, 2015092306,   , BEST,   0, 326N,  753W,  30, 1010, LO,  34, NEQ,    0,    0,    0,    0, 1012,  100,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
