WP, 25, 2013100718,   , BEST,   0, 140N, 1515E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 25, 2013100800,   , BEST,   0, 143N, 1510E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 25, 2013100806,   , BEST,   0, 145N, 1506E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 25, 2013100812,   , BEST,   0, 147N, 1501E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 
WP, 25, 2013100818,   , BEST,   0, 146N, 1497E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1007,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 25, 2013100900,   , BEST,   0, 145N, 1491E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1007,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 25, 2013100906,   , BEST,   0, 143N, 1485E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1007,  200,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 25, 2013100912,   , BEST,   0, 141N, 1475E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1007,  200,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 25, 2013100918,   , BEST,   0, 139N, 1464E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1007,  200,  45,   0,   0, 
WP, 25, 2013101000,   , BEST,   0, 137N, 1454E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  175,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 25, 2013101006,   , BEST,   0, 135N, 1445E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1008,  190,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 25, 2013101012,   , BEST,   0, 135N, 1437E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1006,  210,  45,   0,   0,   W,   0,    ,   0,   0, TWENTYFIVE, S, 
WP, 25, 2013101018,   , BEST,   0, 135N, 1430E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  250,  40,   0,   0,   W,   0,    ,   0,   0, TWENTYFIVE, S, 
WP, 25, 2013101100,   , BEST,   0, 139N, 1422E,  40,  993, TS,  34, NEQ,   60,   55,   55,   60, 1004,  260,  35,   0,   0,   W,   0,    ,   0,   0,      WIPHA, M, 
WP, 25, 2013101106,   , BEST,   0, 145N, 1414E,  50,  985, TS,  34, NEQ,   50,   60,   70,   65, 1000,  230,  30,   0,   0,   W,   0,    ,   0,   0,      WIPHA, M, 
WP, 25, 2013101112,   , BEST,   0, 151N, 1406E,  55,  982, TS,  34, NEQ,   80,   80,   85,   75, 1001,  230,  25,   0,   0,   W,   0,    ,   0,   0,      WIPHA, M, 
