WP, 29, 2018092412,   , BEST,   0, 214N, 1598E,  15, 1006, WV,   0,    ,    0,    0,    0,    0, 1008,  150,  45,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 29, 2018092418,   , BEST,   0, 223N, 1584E,  15, 1007, WV,   0,    ,    0,    0,    0,    0, 1008,  150,  45,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 29, 2018092500,   , BEST,   0, 231N, 1571E,  15, 1007, WV,   0,    ,    0,    0,    0,    0, 1008,  150,  45,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 29, 2018092506,   , BEST,   0, 237N, 1554E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  120,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 29, 2018092512,   , BEST,   0, 250N, 1542E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  120,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 29, 2018092518,   , BEST,   0, 265N, 1531E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  120,  30,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 29, 2018092600,   , BEST,   0, 274N, 1516E,  25, 1005, DB,   0,    ,    0,    0,    0,    0, 1008,  120,  30,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 29, 2018092606,   , BEST,   0, 287N, 1512E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  30,  35,   0,   W,   0,    ,   0,   0, TWENTYNINE, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpH32018 to wp292018, 
WP, 29, 2018092612,   , BEST,   0, 301N, 1512E,  30, 1002, TD,   0,    ,    0,    0,    0,    0, 1010,  140,  30,   0,   0,   W,   0,    ,   0,   0, TWENTYNINE, S, 
WP, 29, 2018092618,   , BEST,   0, 320N, 1514E,  30, 1001, TD,   0,    ,    0,    0,    0,    0, 1009,  120,  40,   0,   0,   W,   0,    ,   0,   0, TWENTYNINE, S, 
WP, 29, 2018092700,   , BEST,   0, 330N, 1522E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1010,  130,  70,   0,   0,    ,   0,    ,   0,   0, TWENTYNINE,  , 
WP, 29, 2018092706,   , BEST,   0, 347N, 1529E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1010,  165,  70,   0,   0,    ,   0,    ,   0,   0, TWENTYNINE,  , 
WP, 29, 2018092712,   , BEST,   0, 365N, 1544E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1010,  165,  70,   0,   0,    ,   0,    ,   0,   0, TWENTYNINE,  , 
