EP, 94, 2016092100,   , BEST,   0,  94N, 1089W,  20, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 030, SPAWNINVEST, ep732016 to ep942016, 
EP, 94, 2016092106,   , BEST,   0,  95N, 1094W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092112,   , BEST,   0,  96N, 1099W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092118,   , BEST,   0, 100N, 1130W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092200,   , BEST,   0, 101N, 1135W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1009,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092206,   , BEST,   0, 103N, 1140W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  200,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092212,   , BEST,   0, 106N, 1144W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092218,   , BEST,   0, 109N, 1148W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092300,   , BEST,   0, 111N, 1155W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200,  70,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092306,   , BEST,   0, 113N, 1161W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200, 100,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092312,   , BEST,   0, 115N, 1167W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200, 100,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092318,   , BEST,   0, 117N, 1173W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200, 100,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092400,   , BEST,   0, 120N, 1178W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200, 100,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092406,   , BEST,   0, 123N, 1184W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200, 100,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092412,   , BEST,   0, 128N, 1189W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  200, 100,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092418,   , BEST,   0, 134N, 1192W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  180, 100,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092500,   , BEST,   0, 141N, 1195W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  180,  80,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092506,   , BEST,   0, 148N, 1197W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  180, 100,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, 
EP, 94, 2016092512,   , BEST,   0, 152N, 1197W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  210,  60,  40,   0,   E,   0,    ,   0,   0,   EIGHTEEN, M,  0,    ,    0,    0,    0,    0, genesis-num, 030, TRANSITIONED, epC42016 to ep182016, DISSIPATED, ep182016 to ep942016, 
